source_root_id,analysis_body_id,LN_instance,LN_type,analysis_hemisphere,neuropil,orn_synapses_in_hemisphere,pn_synapses_in_hemisphere,all_output_synapses_in_hemisphere,primary_flywire_name,comparison_name,recommended_match_group,hemibrain_type_names,hemibrain_family_names,all_names,cell_type,hemibrain_type,top_nt,top_nt_conf,known_nt,known_nt_source,comparison_LN_class
720575940619931119,7205759406199311191,lLN2X11_L,lLN2X11,L,AL_L,1072,2039,12175,lLN2X11,lLN2X11,lLN2X11,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X11;right,lLN2X11,,serotonin,0.3904619675448708,,,lLN2X11
720575940628914436,7205759406289144361,lLN2X12_L,lLN2X12,L,AL_L,1162,1232,8003,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;right,lLN2X12,,acetylcholine,0.2755070330581051,,,lLN2X12
720575940623137997,7205759406231379972,lLN1_bc_R,lLN1_bc,R,AL_R,44,2213,9820,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",serotonin,0.2828370760230285,,,lLN1
720575940631603281,7205759406316032812,lLN1_bc_R,lLN1_bc,R,AL_R,48,2009,9933,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.2553263770987052,,,lLN1
720575940619059102,7205759406190591022,lLN2X03_R,lLN2X03,R,AL_R,712,2700,11171,lLN2X03,lLN2T_a,lLN2T,lLN2T_a,lLN2T,AL local neuron;ALLN;lLN2T_a;lLN2X03,lLN2X03,lLN2T_a,serotonin,0.3512267626990139,acetylcholine,"Shang et al., 2007",lLN2T
720575940618385620,7205759406183856201,lLN2T_d_L,lLN2T_d,L,AL_L,2254,1654,12526,lLN2T_d,lLN2T_d,lLN2T,lLN2T_d,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_d;right,,lLN2T_d,gaba,0.6321967422816525,,,lLN2T
720575940618385620,7205759406183856202,lLN2T_d_R,lLN2T_d,R,AL_R,21,5,127,lLN2T_d,lLN2T_d,lLN2T,lLN2T_d,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_d;right,,lLN2T_d,gaba,0.6321967422816525,,,lLN2T
720575940615708482,7205759406157084822,lLN1_bc_R,lLN1_bc,R,AL_R,46,1902,8854,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",acetylcholine,0.2886746085086998,,,lLN1
720575940641606541,7205759406416065411,lLN1_bc_L,lLN1_bc,L,AL_L,53,2119,9055,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.2663466940990676,,,lLN1
720575940631287912,7205759406312879121,lLN1_bc_L,lLN1_bc,L,AL_L,75,2139,9693,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",acetylcholine,0.2590573517926165,,,lLN1
720575940631975884,7205759406319758841,lLN2X12_L,lLN2X12,L,AL_L,685,1348,7889,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;right,lLN2X12,,acetylcholine,0.4358955346840308,,,lLN2X12
720575940621585279,7205759406215852792,lLN2X12_R,lLN2X12,R,AL_R,889,1445,8517,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;left,lLN2X12,,acetylcholine,0.2735647863410876,,,lLN2X12
720575940612637554,7205759406126375542,lLN2X12_R,lLN2X12,R,AL_R,836,1556,9329,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;left,lLN2X12,,acetylcholine,0.2755822890101408,,,lLN2X12
720575940616908177,7205759406169081772,lLN1_bc_R,lLN1_bc,R,AL_R,46,1841,8888,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;lLN1_b;lLN1_bc;lLN1_c,lLN1_bc,"lLN1_b,lLN1_c",acetylcholine,0.3083974006244469,,,lLN1
720575940628023685,7205759406280236851,ALBN1_L,ALBN1,L,AL_L,3083,135,964,ALBN1,ALBN1,ALBN1,ALBN1,ALBN1,AL local neuron;ALBN1;ALLN,,ALBN1,glutamate,0.44697194399354,,,ALBN1
720575940628023685,7205759406280236852,ALBN1_R,ALBN1,R,AL_R,7,1354,13449,ALBN1,ALBN1,ALBN1,ALBN1,ALBN1,AL local neuron;ALBN1;ALLN,,ALBN1,glutamate,0.44697194399354,,,ALBN1
720575940621298270,7205759406212982701,lLN1_bc_L,lLN1_bc,L,AL_L,83,2519,11251,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.3090729150140675,,,lLN1
720575940631586858,7205759406315868581,lLN1_a_L,lLN1_a,L,AL_L,120,3478,11733,lLN1_a,lLN1_a,lLN1,lLN1_a,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_a;right,,lLN1_a,serotonin,0.323581225011545,,,lLN1
720575940625585508,7205759406255855082,lLN1_bc_R,lLN1_bc,R,AL_R,50,2352,10918,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",serotonin,0.3409241891852552,,,lLN1
720575940616169578,7205759406161695781,lLN2T_b_L,lLN2T_b,L,AL_L,6911,2935,16461,lLN2T_b,lLN2T_b,lLN2T,lLN2T_b,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_b;right,,lLN2T_b,serotonin,0.3481103534493707,acetylcholine,"Shang et al., 2007",lLN2T
720575940606722249,7205759406067222492,lLN2X03_R,lLN2X03,R,AL_R,507,2815,12241,lLN2X03,lLN2T_a,lLN2T,lLN2T_a,lLN2T,AL local neuron;ALLN;lLN2T_a;lLN2X03,lLN2X03,lLN2T_a,serotonin,0.3180605876955724,acetylcholine,"Shang et al., 2007",lLN2T
720575940606056905,7205759406060569051,lLN1_bc_L,lLN1_bc,L,AL_L,70,2487,10932,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.3079834313980709,,,lLN1
720575940618561403,7205759406185614031,lLN1_bc_L,lLN1_bc,L,AL_L,49,2181,9581,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.2662362032950898,,,lLN1
720575940623146701,7205759406231467012,lLN2T_e_R,lLN2T_e,R,AL_R,765,2484,12760,lLN2T_e,lLN2T_e,lLN2T,lLN2T_e,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_e;left,,lLN2T_e,serotonin,0.3458429396573446,,,lLN2T
720575940635945919,7205759406359459191,v2LN30_L,v2LN30,L,AL_L,2210,11916,34741,v2LN30,v2LN30,v2LN30,v2LN30,v2LN30,AL local neuron;ALLN;ALv2;right;v2LN30,,v2LN30,glutamate,0.2811788041789135,,,v2LN30
720575940624435128,7205759406244351282,lLN2X11_R,lLN2X11,R,AL_R,962,2372,12890,lLN2X11,lLN2X11,lLN2X11,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X11;left,lLN2X11,,serotonin,0.4790749727423471,,,lLN2X11
720575940640541091,7205759406405410912,lLN1_bc_R,lLN1_bc,R,AL_R,85,2677,11929,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",serotonin,0.371684783242896,,,lLN1
720575940646576436,7205759406465764362,lLN2T_c_R,lLN2T_c,R,AL_R,2175,1455,13827,lLN2T_c,lLN2T_c,lLN2T,lLN2T_c,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_c;left,,lLN2T_c,serotonin,0.3700125766483451,acetylcholine,"Shang et al., 2007",lLN2T
720575940641593051,7205759406415930511,lLN1_bc_L,lLN1_bc,L,AL_L,48,2142,9308,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.2799720802226924,,,lLN1
720575940640830453,7205759406408304531,lLN2X03_L,lLN2X03,L,AL_L,554,3559,14830,lLN2X03,lLN2T_a,lLN2T,lLN2T_a,lLN2T,AL local neuron;ALLN;lLN2T_a;lLN2X03,lLN2X03,lLN2T_a,serotonin,0.3591008205446735,acetylcholine,"Shang et al., 2007",lLN2T
720575940633294796,7205759406332947962,lLN2T_b_R,lLN2T_b,R,AL_R,6712,2669,16790,lLN2T_b,lLN2T_b,lLN2T,lLN2T_b,lLN2T,AL local neuron;ALLN;lLN2T_b,,lLN2T_b,serotonin,0.324722939228212,acetylcholine,"Shang et al., 2007",lLN2T
720575940660217473,7205759406602174731,lLN2X11_L,lLN2X11,L,AL_L,1028,2555,13527,lLN2X11,lLN2X11,lLN2X11,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X11;right,lLN2X11,,serotonin,0.3560207193788243,,,lLN2X11
720575940644704160,7205759406447041601,lLN2X03_L,lLN2X03,L,AL_L,627,3147,13115,lLN2X03,lLN2T_a,lLN2T,lLN2T_a,lLN2T,AL local neuron;ALLN;lLN2T_a;lLN2X03,lLN2X03,lLN2T_a,serotonin,0.2970879607042385,acetylcholine,"Shang et al., 2007",lLN2T
720575940637623780,7205759406376237802,lLN2X03_R,lLN2X03,R,AL_R,856,3300,14631,lLN2X03,lLN2T_a,lLN2T,lLN2T_a,lLN2T,AL local neuron;ALLN;lLN2T_a;lLN2X03,lLN2X03,lLN2T_a,serotonin,0.3464663054073938,acetylcholine,"Shang et al., 2007",lLN2T
720575940632403986,7205759406324039861,il3LN6_L,il3LN6,L,AL_L,8166,2000,18397,il3LN6,il3LN6,il3LN6,il3LN6,il3LN6,AL local neuron;ALLN;Keystone;il3LN6;il3LN6 Taisz ... Galili 2022 doi:10.1101/2022.05.13.491877,,il3LN6,gaba,0.339837240484168,gaba,"Tanaka et al., 2012",il3LN6
720575940632403986,7205759406324039862,il3LN6_R,il3LN6,R,AL_R,8940,2521,20688,il3LN6,il3LN6,il3LN6,il3LN6,il3LN6,AL local neuron;ALLN;Keystone;il3LN6;il3LN6 Taisz ... Galili 2022 doi:10.1101/2022.05.13.491877,,il3LN6,gaba,0.339837240484168,gaba,"Tanaka et al., 2012",il3LN6
720575940613590501,7205759406135905011,lLN2T_c_L,lLN2T_c,L,AL_L,2083,1800,15748,lLN2T_c,lLN2T_c,lLN2T,lLN2T_c,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_c;right,,lLN2T_c,serotonin,0.345546512956191,acetylcholine,"Shang et al., 2007",lLN2T
720575940614956072,7205759406149560722,v2LN30_R,v2LN30,R,AL_R,2249,10736,33017,v2LN30,v2LN30,v2LN30,v2LN30,v2LN30,AL local neuron;ALLN;ALv2;acetylcholine;left;v2LN30,,v2LN30,serotonin,0.2858302336584355,,,v2LN30
720575940640803200,7205759406408032002,lLN2F_a_R,lLN2F_a,R,AL_R,4252,1829,22159,lLN2F_a,lLN2F_a,lLN2F,lLN2F_a,lLN2F,AL local neuron;ALLN;lLN2F_a,,lLN2F_a,gaba,0.3538815485628913,,,lLN2F
720575940624012692,7205759406240126921,CB1668_L,CB1668,L,AL_L,50,35,393,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv1;CB1668;left,CB1668,,acetylcholine,0.4549383056974161,,,CB1668
720575940624012692,7205759406240126922,CB1668_R,CB1668,R,AL_R,61,227,762,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv1;CB1668;left,CB1668,,acetylcholine,0.4549383056974161,,,CB1668
720575940623000858,7205759406230008581,lLN2F_b_L,lLN2F_b,L,AL_L,8938,2718,44372,lLN2F_b,lLN2F_b,lLN2F,lLN2F_b,lLN2F,AL local neuron;ALLN;ALl1_dorsal;lLN2F_b;right,,lLN2F_b,gaba,0.5736651301027442,,,lLN2F
720575940638128474,7205759406381284741,lLN2F_a_L,lLN2F_a,L,AL_L,5145,1784,20295,lLN2F_a,lLN2F_a,lLN2F,lLN2F_a,lLN2F,AL local neuron;ALLN;lLN2F_a,,lLN2F_a,gaba,0.3577182900530919,,,lLN2F
720575940609282825,7205759406092828252,lLN2F_b_R,lLN2F_b,R,AL_R,8108,2528,43356,lLN2F_b,lLN2F_b,lLN2F,lLN2F_b,lLN2F,AL local neuron;ALLN;lLN2F_b,,lLN2F_b,gaba,0.5423415890458635,,,lLN2F
720575940634545890,7205759406345458902,lLN2F_b_R,lLN2F_b,R,AL_R,7486,2701,40497,lLN2F_b,lLN2F_b,lLN2F,lLN2F_b,lLN2F,AL local neuron;ALLN;lLN2F_b,,lLN2F_b,gaba,0.5456065905294333,,,lLN2F
720575940631164476,7205759406311644761,CB3633_L,CB3633,L,AL_L,1,41,799,CB3633,CB3633,CB3633,,,AL local neuron;ALLN;ALv2;CB3633;acetylcholine;left,CB3633,,acetylcholine,0.3336099970709434,,,CB3633
720575940631164476,7205759406311644762,CB3633_R,CB3633,R,AL_R,122,72,1999,CB3633,CB3633,CB3633,,,AL local neuron;ALLN;ALv2;CB3633;acetylcholine;left,CB3633,,acetylcholine,0.3336099970709434,,,CB3633
720575940604662700,7205759406046627001,CB1668_L,CB1668,L,AL_L,40,56,299,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv2;CB1668;acetylcholine;left,CB1668,,acetylcholine,0.3285957297897379,,,CB1668
720575940604662700,7205759406046627002,CB1668_R,CB1668,R,AL_R,67,155,464,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv2;CB1668;acetylcholine;left,CB1668,,acetylcholine,0.3285957297897379,,,CB1668
720575940609406985,7205759406094069851,v2LN46b_L,v2LN46b,L,AL_L,1,21,82,v2LN46b,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;glutamate;left;v2LN46;v2LN46b,v2LN46b,v2LN46,glutamate,0.65875089226222,,,v2LN46
720575940609406985,7205759406094069852,v2LN46b_R,v2LN46b,R,AL_R,51,137,541,v2LN46b,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;glutamate;left;v2LN46;v2LN46b,v2LN46b,v2LN46,glutamate,0.65875089226222,,,v2LN46
720575940622792423,7205759406227924231,CB1013_L,CB1013,L,AL_L,15,44,353,CB1013,CB1013,CB1013,,,AL local neuron;ALLN;ALv2;CB1013;glutamate;left,CB1013,,glutamate,0.461489227049995,,,CB1013
720575940622792423,7205759406227924232,CB1013_R,CB1013,R,AL_R,40,81,482,CB1013,CB1013,CB1013,,,AL local neuron;ALLN;ALv2;CB1013;glutamate;left,CB1013,,glutamate,0.461489227049995,,,CB1013
720575940638559440,7205759406385594401,CB1013_L,CB1013,L,AL_L,2,68,328,CB1013,CB1013,CB1013,,,AL local neuron;ALLN;ALv2;CB1013;left,CB1013,,glutamate,0.4914966757386111,,,CB1013
720575940638559440,7205759406385594402,CB1013_R,CB1013,R,AL_R,33,99,443,CB1013,CB1013,CB1013,,,AL local neuron;ALLN;ALv2;CB1013;left,CB1013,,glutamate,0.4914966757386111,,,CB1013
720575940618112310,7205759406181123102,lLN1_bc_R,lLN1_bc,R,AL_R,60,2265,10427,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.29870579134348,,,lLN1
720575940613804259,7205759406138042592,lLN2T_c_R,lLN2T_c,R,AL_R,2372,1547,15579,lLN2T_c,lLN2T_c,lLN2T,lLN2T_c,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_c;left,,lLN2T_c,serotonin,0.3297217055872063,acetylcholine,"Shang et al., 2007",lLN2T
720575940614832543,7205759406148325431,CB1686_L,CB1686,L,AL_L,47,442,1417,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;ALv1;CB1686;gaba;right,CB1686,,gaba,0.4629882763052103,,,CB1686
720575940626051367,7205759406260513671,v2LN3A1_a_L,v2LN3A1_a,L,AL_L,2,55,533,v2LN3A1_a,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;acetylcholine;left;v2LN3A;v2LN3A1_a,v2LN3A1_a,v2LN3A,acetylcholine,0.3718931341211843,,,v2LN3a
720575940626051367,7205759406260513672,v2LN3A1_a_R,v2LN3A1_a,R,AL_R,114,80,1781,v2LN3A1_a,v2LN3A,v2LN3A,v2LN3A,v2LN3A,AL local neuron;ALLN;ALv2;acetylcholine;left;v2LN3A;v2LN3A1_a,v2LN3A1_a,v2LN3A,acetylcholine,0.3718931341211843,,,v2LN3a
720575940625732196,7205759406257321961,CB2569_L,CB2569,L,AL_L,40,96,617,CB2569,CB2569,CB2569,,,AL local neuron;ALLN;ALv2;CB2569;left,CB2569,,acetylcholine,0.3715304341410136,,,CB2569
720575940625732196,7205759406257321962,CB2569_R,CB2569,R,AL_R,96,139,597,CB2569,CB2569,CB2569,,,AL local neuron;ALLN;ALv2;CB2569;left,CB2569,,acetylcholine,0.3715304341410136,,,CB2569
720575940637602650,7205759406376026501,vLN25_L,vLN25,L,AL_L,570,408,3326,vLN25,vLN25,vLN25,vLN25,vLN25,AL local neuron;ALLN;ALv2;glutamate;right;vLN25,,vLN25,glutamate,0.4027780800061528,,,vLN25
720575940636151391,7205759406361513912,CB1545_R,CB1545,R,AL_R,1,320,1755,CB1545,CB1545,CB1545,,,AL local neuron;ALLN;ALv2;CB1545;glutamate;left,CB1545,,glutamate,0.6563602994665018,,,CB1545
720575940605078560,7205759406050785601,v2LNX01_L,v2LNX01,L,AL_L,1,8,77,v2LNX01,v2LNX01,v2LNX01,,,AL local neuron;ALLN;ALv2;glutamate;left;v2LNX01,v2LNX01,,glutamate,0.4560799157174111,,,v2LNX01
720575940605078560,7205759406050785602,v2LNX01_R,v2LNX01,R,AL_R,14,230,2183,v2LNX01,v2LNX01,v2LNX01,,,AL local neuron;ALLN;ALv2;glutamate;left;v2LNX01,v2LNX01,,glutamate,0.4560799157174111,,,v2LNX01
720575940614774434,7205759406147744342,v2LN40_2_R,v2LN40_2,R,AL_R,263,373,1678,v2LN40_2,v2LN40_2,v2LN40_2,,,AL local neuron;ALLN;ALv2;left;v2LN40_2,v2LN40_2,,glutamate,0.3544333279515737,,,v2LN40_2
720575940617910848,7205759406179108481,v2LN5_L,v2LN5,L,AL_L,170,165,861,v2LN5,v2LN5,v2LN5,v2LN5,v2LN5,AL local neuron;ALLN;ALv2;glutamate;left;v2LN5,,v2LN5,glutamate,0.5308504373328204,,,v2LN5
720575940617910848,7205759406179108482,v2LN5_R,v2LN5,R,AL_R,1003,823,4136,v2LN5,v2LN5,v2LN5,v2LN5,v2LN5,AL local neuron;ALLN;ALv2;glutamate;left;v2LN5,,v2LN5,glutamate,0.5308504373328204,,,v2LN5
720575940623437838,7205759406234378381,CB1013_L,CB1013,L,AL_L,1,27,396,CB1013,CB1013,CB1013,,,AL local neuron;ALLN;ALv2;CB1013;glutamate;left,CB1013,,glutamate,0.3692908420814844,,,CB1013
720575940623437838,7205759406234378382,CB1013_R,CB1013,R,AL_R,14,62,706,CB1013,CB1013,CB1013,,,AL local neuron;ALLN;ALv2;CB1013;glutamate;left,CB1013,,glutamate,0.3692908420814844,,,CB1013
720575940638022515,7205759406380225152,v2LN39a_R,v2LN39a,R,AL_R,2,381,1868,v2LN39a,v2LN39a,v2LN39a,,,AL local neuron;ALLN;ALv2;glutamate;left;v2LN39a,v2LN39a,,glutamate,0.7002647143747026,,,v2LN39a
720575940625684057,7205759406256840571,CB2661_L,CB2661,L,AL_L,48,120,561,CB2661,CB2661,CB2661,,,AL local neuron;ALLN;ALv2;CB2661;glutamate;right,CB2661,,glutamate,0.4044485481681402,,,CB2661
720575940625684057,7205759406256840572,CB2661_R,CB2661,R,AL_R,1,62,297,CB2661,CB2661,CB2661,,,AL local neuron;ALLN;ALv2;CB2661;glutamate;right,CB2661,,glutamate,0.4044485481681402,,,CB2661
720575940621778646,7205759406217786461,CB2571_L,CB2571,L,AL_L,3,34,366,CB2571,CB2571,CB2571,,,AL local neuron;ALLN;ALv2;CB2571;left,CB2571,,glutamate,0.4353142888889534,,,CB2571
720575940621778646,7205759406217786462,CB2571_R,CB2571,R,AL_R,19,200,1644,CB2571,CB2571,CB2571,,,AL local neuron;ALLN;ALv2;CB2571;left,CB2571,,glutamate,0.4353142888889534,,,CB2571
720575940622014090,7205759406220140901,CB2527_L,CB2527,L,AL_L,7,64,532,CB2527,CB2527,CB2527,,,AL local neuron;ALLN;ALv2;CB2527;left,CB2527,,glutamate,0.420156210138844,,,CB2527
720575940622014090,7205759406220140902,CB2527_R,CB2527,R,AL_R,33,69,834,CB2527,CB2527,CB2527,,,AL local neuron;ALLN;ALv2;CB2527;left,CB2527,,glutamate,0.420156210138844,,,CB2527
720575940630251791,7205759406302517912,v2LN46b_R,v2LN46b,R,AL_R,106,87,425,v2LN46b,v2LN46,v2LN46,v2LN46,v2LN46,ALv2;left;v2LN46;v2LN46b,v2LN46b,v2LN46,glutamate,0.6131907800249468,,,v2LN46
720575940613575958,7205759406135759581,CB1473_L,CB1473,L,AL_L,35,271,979,CB1473,CB1473,CB1473,,,AL local neuron;ALLN;CB1473,CB1473,,gaba,0.4011015409059457,,,CB1473
720575940619061662,7205759406190616622,v2LN36_R,v2LN36,R,AL_R,1883,3009,7632,v2LN36,v2LN36,v2LN36,v2LN36,v2LN36,AL local neuron;ALLN;v2LN36,,v2LN36,serotonin,0.4514246913445501,glutamate,"Chou et al., 2022",v2LN36
720575940640314190,7205759406403141901,LN60a_L,LN60a,L,AL_L,160,907,2363,LN60a,LN60a,LN60a,,,AL local neuron;ALLN;LN60a,LN60a,,gaba,0.6624939124076772,,,LN60a
720575940640314190,7205759406403141902,LN60a_R,LN60a,R,AL_R,736,2262,5682,LN60a,LN60a,LN60a,,,AL local neuron;ALLN;LN60a,LN60a,,gaba,0.6624939124076772,,,LN60a
720575940628420264,7205759406284202642,lLN2X02_R,lLN2X02,R,AL_R,1454,2008,6576,lLN2X02,lLN2X02,lLN2X02,,,AL local neuron;ALLN;lLN2X02,lLN2X02,,gaba,0.507567521648935,,,lLN2X02
720575940633741229,7205759406337412292,lLN2X02_R,lLN2X02,R,AL_R,1691,1877,6128,lLN2X02,lLN2X02,lLN2X02,,,AL local neuron;ALLN;lLN2X02,lLN2X02,,gaba,0.4512680279569026,,,lLN2X02
720575940620249941,7205759406202499412,vLN27_R,vLN27,R,AL_R,619,1214,5044,vLN27,vLN27,vLN27,vLN27,vLN27,AL local neuron;ALLN;vLN27,,vLN27,glutamate,0.3286639934871911,,,vLN27
720575940627604327,7205759406276043271,vLN28_vLN29_L,vLN28_vLN29,L,AL_L,564,366,2660,"vLN28,vLN29",vLN28,vLN28;vLN29,vLN28;vLN29,vLN28;vLN29,AL local neuron;ALLN;vLN28;vLN29,,"vLN28,vLN29",glutamate,0.6261810929832753,,,vLN28;vLN29
720575940638006086,7205759406380060862,l2LN19_R,l2LN19,R,AL_R,117,815,3277,l2LN19,l2LN19,l2LN19,l2LN19,l2LN19,AL local neuron;ALLN;l2LN19,,l2LN19,gaba,0.5993937083994049,,,l2LN19
720575940609112587,7205759406091125871,CB1132_L,CB1132,L,AL_L,3,46,210,CB1132,CB1132,CB1132,,,AL local neuron;ALLN;CB1132,CB1132,,gaba,0.447566212444359,,,CB1132
720575940609112587,7205759406091125872,CB1132_R,CB1132,R,AL_R,24,467,1673,CB1132,CB1132,CB1132,,,AL local neuron;ALLN;CB1132,CB1132,,gaba,0.447566212444359,,,CB1132
720575940612991381,7205759406129913812,vLN26_R,vLN26,R,AL_R,5,608,5731,vLN26,vLN26,vLN26,vLN26,vLN26,2021;Bamboo;See Sterne et al.;https://doi.org/10.7554/eLife.71679;vLN26,,vLN26,glutamate,0.5555845838018059,,,vLN26
720575940627390440,7205759406273904401,CB2908_L,CB2908,L,AL_L,52,360,1297,CB2908,CB2908,CB2908,,,CB2908,CB2908,,gaba,0.4862058623139321,,,CB2908
