id,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,target_id,neuropil,orn_hemibrain_type,orn_side,input_glomerulus,mPN_hemibrain_type,mPN_cell_type,mPN_side
96844296,79309354326865631,720575940620979888,79309354326866905,720575940629083211,96844296,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
29487763,80576541477667313,720575940614426799,80576541477661466,720575940626917393,29487763,AL_R,ORN_VA3,right,VA3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
112402701,79309491765900313,720575940635095321,79309491765900431,720575940639138237,112402701,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
80323240,78816360935246399,720575940617433142,78816360935236242,720575940631942999,80323240,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
119150128,78957098356564754,720575940625342648,78957098356570792,720575940634834544,119150128,AL_L,ORN_DC4,left,DC4,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,left
112402710,79309491765900313,720575940635095321,79309491765906755,720575940639138237,112402710,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
176719028,79238710704632921,720575940621946317,79238710704649103,720575940639138237,176719028,AL_L,ORN_DM5,left,DM5,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
29586624,79379448192924553,720575940630052857,79379448192917375,720575940639138237,29586624,AL_L,ORN_DM5,left,DM5,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
29586639,79379448192930128,720575940630052857,79379448192927805,720575940639138237,29586639,AL_L,ORN_DM5,left,DM5,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
112293071,79168616838778237,720575940625520412,79168616838778272,720575940639138237,112293071,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
176719032,79238710704641284,720575940631463711,79238710704669203,720575940639138237,176719032,AL_L,ORN_DM5,left,DM5,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
80103929,78675692166378628,720575940645728132,78675692166351361,720575940631942999,80103929,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
23608397,78886523454038253,720575940636767856,78886523454017851,720575940631942999,23608397,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
80311702,78816360935243623,720575940626614405,78816360935249083,720575940631942999,80311702,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
111495051,80505279380903183,720575940625583204,80505279380903278,720575940617109772,111495051,AL_R,ORN_DC4,right,DC4,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
136379335,78816360935222237,720575940628601344,78745992191045800,720575940631942999,136379335,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
111446120,79098523039068034,720575940625757053,79098523039082971,720575940639138237,111446120,AL_L,ORN_VA2,left,VA2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
166964264,79027329661696398,720575940625342648,79027329661685499,720575940634834544,166964264,AL_L,ORN_DC4,left,DC4,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,left
166964271,79027329661693564,720575940625342648,79027329661693638,720575940634834544,166964271,AL_L,ORN_DC4,left,DC4,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,left
166822093,79097492247403944,720575940629452670,79027123503235910,720575940626959134,166822093,AL_L,ORN_DM3,left,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,left
136190945,78675692166344196,720575940645728132,78675692166340129,720575940631942999,136190945,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
111446129,79098523039068034,720575940625757053,79098523039082971,720575940639138237,111446129,AL_L,ORN_VA2,left,VA2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
134134263,78816292215382467,720575940633883744,78816292215402476,720575940631942999,134134263,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
172547142,79238504680646231,720575940623087859,79238504680643499,720575940631942999,172547142,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
20664404,80293898337042728,720575940629724247,80293829617570508,720575940640835672,20664404,AL_R,ORN_DM3,left,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
29487765,80576541477581883,720575940614426799,80576541477661466,720575940626917393,29487765,AL_R,ORN_VA3,right,VA3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
172555236,78816223496111602,720575940631630893,78816223496108747,720575940631942999,172555236,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
172555171,78816223496083173,720575940631630893,78816223496074779,720575940631942999,172555171,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
172552485,78675486007697898,720575940609924306,78675486007697979,720575940631942999,172552485,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
172347829,78886660959716479,720575940623274935,78886660959743953,720575940631942999,172347829,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
96914971,79168685558157741,720575940645917492,79168685558160165,720575940629083211,96914971,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
112294430,79238916863415277,720575940645917492,79238916863419115,720575940629083211,112294430,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
56058480,80787716429711860,720575940643240904,80787716429704954,720575940626917393,56058480,AL_R,ORN_VA3,right,VA3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
175597369,79379654351552691,720575940632792089,79379654351542156,720575940629083211,175597369,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
175931616,79168685558299736,720575940619793134,79168685558291434,720575940629083211,175931616,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
175944437,79309491765918983,720575940619996582,79309491765916615,720575940639138237,175944437,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
176752305,80434704477960124,720575940636883034,80434704477964701,720575940640835672,176752305,AL_R,ORN_DM3,left,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
175871134,79168616838852259,720575940635323255,79168616838843566,720575940629083211,175871134,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
176655019,79238779424168867,720575940619970324,79238779424168974,720575940639138237,176655019,AL_L,ORN_DM5,left,DM5,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
176764645,80434635758468385,720575940630869522,80434635758458916,720575940640835672,176764645,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
176685448,80364335733814149,720575940649434489,80364335733816482,720575940617109772,176685448,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
176292107,79238985649575936,720575940637619509,79238985649578569,720575940629083211,176292107,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
176685424,80364335733814149,720575940649434489,80364335733816482,720575940617109772,176685424,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
176289387,79238985649590608,720575940622399172,79238985649587771,720575940629083211,176289387,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
177785350,80224147934088687,720575940622268454,80224147934085009,720575940626917393,177785350,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
176291908,79379723137896082,720575940622399172,79379723137912319,720575940629083211,176291908,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
177802083,80224216653499230,720575940614110866,80224216653496704,720575940607198898,177802083,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
177802092,80224216653499230,720575940614110866,80224216653496704,720575940607198898,177802092,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
177716917,80224285373028876,720575940612166553,80224285373059210,720575940607198898,177716917,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
177802077,80224285372943029,720575940611984114,80224285372943033,720575940607198898,177802077,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
177650775,80224010495198014,720575940628565114,80224010495216136,720575940626917393,177650775,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177650816,80294379239424701,720575940628565114,80224010495223923,720575940626917393,177650816,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177756825,80154054067610175,720575940633250530,80154054067605578,720575940607198898,177756825,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
177772420,80224079214619684,720575940619297963,80224079214640245,720575940626917393,177772420,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177772459,80224079214656808,720575940631201311,80224079214645873,720575940626917393,177772459,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177785273,80224147934075188,720575940622268454,80224147934068543,720575940626917393,177785273,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177785387,80224147934096421,720575940622268454,80224147934089955,720575940626917393,177785387,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177785396,80224147934096421,720575940622268454,80224147934093853,720575940626917393,177785396,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
178723854,79168135936789715,720575940628601344,79168135936775026,720575940631942999,178723854,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
177793010,80224285372939521,720575940640262645,80224285372935728,720575940607198898,177793010,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
178723748,79168135936758271,720575940628601344,79168135936760855,720575940631942999,178723748,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
182800999,78675486007660366,720575940633883744,78675486007663038,720575940631942999,182800999,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
178735539,79097767192579554,720575940628677114,79097767192576557,720575940631942999,178735539,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
178735500,79168135936778657,720575940645728132,79168135936758113,720575940631942999,178735500,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
111390828,80223529526303259,720575940628358406,80223529526322636,720575940617109772,111390828,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
182801181,78675486007697898,720575940609924306,78675486007697979,720575940631942999,182801181,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
183076423,78886523520736204,720575940625154283,78886523520729287,720575940631942999,183076423,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
182572448,78957029703898133,720575940631630893,78957029703887302,720575940631942999,182572448,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
176375204,79379860576877095,720575940619996582,79379860576869197,720575940629083211,176375204,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
191618644,78887348020164608,720575940631174431,78887348020172543,720575940640007296,191618644,AL_L,ORN_VA2,left,VA2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,left
23093536,78957029637174147,720575940628953210,78957029637174293,720575940631942999,23093536,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
175932487,79168685558260039,720575940635323255,79168685558264963,720575940629083211,175932487,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
183076411,78886523520736204,720575940625154283,78886523520729287,720575940631942999,183076411,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
183122967,79167998497423206,720575940631630893,79167998497430690,720575940631942999,183122967,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
56134239,80224354159443866,720575940624061116,80224354159443895,720575940607198898,56134239,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
134134256,78816292215378313,720575940633883744,78816292215414366,720575940631942999,134134256,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
111417652,80293898270452981,720575940628303183,80293898270426891,720575940640835672,111417652,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
191624875,80224216720664412,720575940625485657,80224216720672270,720575940626917393,191624875,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
191570877,80434635758465717,720575940630869522,80434635758458916,720575940640835672,191570877,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
191587764,79168685557955461,720575940629721399,79239054302097210,720575940629083211,191587764,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
134415696,78605117263388563,720575940645728132,78605117263401380,720575940631942999,134415696,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
171906389,79168067216698324,720575940637472053,79168067216711801,720575940631942999,171906389,AL_L,ORN_DM1,left,DM1,"M_vPNml56,M_vPNml58",CB2004,left
80311787,78816360935262190,720575940628953210,78816360935260789,720575940631942999,80311787,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
206586902,80224285372916233,720575940611984114,80224285372917753,720575940607198898,206586902,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
177650820,80294379239444927,720575940628565114,80224010495223923,720575940626917393,177650820,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
28613576,79168067217296922,720575940623274935,79168067217279029,720575940631942999,28613576,LAL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
206586939,80224285372936845,720575940611984114,80224285372934144,720575940607198898,206586939,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
52291088,80013316646299179,720575940633250530,80083685390558911,720575940607198898,52291088,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
28155057,78816360934942308,720575940617534676,78886729679137157,720575940631942999,28155057,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
134754667,78816223495916014,720575940628264721,78816223495911567,720575940631942999,134754667,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
182572357,78957029703872026,720575940627214891,78957029703879872,720575940631942999,182572357,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
172545663,79027329728606866,720575940613664874,79027329728597311,720575940631942999,172545663,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
182795183,79238435961104207,720575940626811023,79238435961100525,720575940631942999,182795183,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
182572387,78957029703868078,720575940627214891,78957029703879872,720575940631942999,182572387,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
27984061,78675692166075291,720575940642599328,78675692166082415,720575940631942999,27984061,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
134754669,78816223495916014,720575940628264721,78816223495911567,720575940631942999,134754669,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
172347851,78886660959739961,720575940623274935,78886660959743953,720575940631942999,172347851,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
27411240,78957029703802452,720575940623274935,78956960984328697,720575940631942999,27411240,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
80124712,78886798398961186,720575940628599296,78886798398975706,720575940631942999,80124712,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
54595962,78675486007785313,720575940628599296,78675486007764768,720575940631942999,54595962,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
71843294,79309079448799836,720575940636305118,79309079448798485,720575940639138237,71843294,AL_L,ORN_DM5,left,DM5,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
28600189,79238435961455163,720575940627000582,79238435961459278,720575940631942999,28600189,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
230958385,80223529592934144,720575940630141558,80223529592928175,720575940640835672,230958385,AL_R,ORN_DM3,left,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177802119,80224285372962657,720575940659150977,80224285372961360,720575940607198898,177802119,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
172333028,78957029703922838,720575940626614405,78957029703911562,720575940631942999,172333028,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
172552692,78675554727226502,720575940625154283,78675554727219873,720575940631942999,172552692,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
231038736,78956823478207254,720575940631166535,78956823478211615,720575940626959134,231038736,AL_L,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,left
191472036,79238779424168867,720575940619970324,79238779424157304,720575940639138237,191472036,AL_L,ORN_DM5,left,DM5,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
230958373,80223529592922338,720575940629842681,80223529592916230,720575940640835672,230958373,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
231048887,79379929296414667,720575940616534201,79379860576969034,720575940629083211,231048887,AL_L,ORN_VM3,left,VM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
111757863,79097698405688724,720575940607960843,79097698405686579,720575940626959134,111757863,AL_L,ORN_DC4,left,DC4,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,left
96844259,79309354326865631,720575940620979888,79309354326854313,720575940629083211,96844259,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
172555177,78816223496083173,720575940631630893,78816223496074779,720575940631942999,172555177,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
182801189,78675486007697898,720575940609924306,78675486007697979,720575940631942999,182801189,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
28613485,79097698473064981,720575940633367377,79097698473063826,720575940631942999,28613485,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
54595979,78675554727246860,720575940613118610,78675554727248075,720575940631942999,54595979,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
28613486,79097767192512750,720575940633367377,79097767192537082,720575940631942999,28613486,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
177799114,80153847909284156,720575940629337470,80153847909278850,720575940607198898,177799114,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
111382971,79379654418389647,720575940632792089,79379654418412314,720575940629083211,111382971,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
111382980,79379723137852273,720575940632792089,79379723137902313,720575940629083211,111382980,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
111382990,79379723137917384,720575940632792089,79379723137847721,720575940629083211,111382990,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
175944445,79309491765908281,720575940619996582,79309491765916615,720575940639138237,175944445,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
144815874,80224285372855009,720575940629337470,80224285372839711,720575940607198898,144815874,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
177799127,80153847909281534,720575940629337470,80153847909278850,720575940607198898,177799127,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
172347835,78886660959739961,720575940623274935,78886660959743953,720575940631942999,172347835,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
118874630,79097629686500986,720575940627000582,79097629686517768,720575940631942999,118874630,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
171622999,78605117263275741,720575940608376132,78605117263263050,720575940631942999,171622999,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
23573548,78886523454007267,720575940622745834,78886523454002577,720575940631942999,23573548,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
27752324,78816154776477390,720575940628601344,78816154776477435,720575940631942999,27752324,AL_L,ORN_DP1m,left,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
171898954,78956892264685626,720575940617534676,78956892264669252,720575940631942999,171898954,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
176717378,79168341960577157,720575940615596171,79168341960579983,720575940629083211,176717378,AL_L,ORN_DM5,right,DM5,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
54306928,79238504680704964,720575940618293883,79238504680706118,720575940631942999,54306928,AL_L,ORN_DP1m,right,DP1m,"M_vPNml56,M_vPNml58",CB2004,left
176717380,79168273241088402,720575940615596171,79168341960579983,720575940629083211,176717380,AL_L,ORN_DM5,right,DM5,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
175871044,79168616838821000,720575940635095321,79168616838821026,720575940639138237,175871044,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
175876046,79309354326969238,720575940617180445,79309423046437940,720575940639138237,175876046,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
175876068,79309423046440614,720575940632792089,79309423046446861,720575940639138237,175876068,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
175871048,79168616838835025,720575940635095321,79168616838821026,720575940639138237,175871048,AL_L,ORN_VM2,left,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,left
176772411,80013316646431477,720575940638434357,80013316646432622,720575940628059948,176772411,AL_R,ORN_VM3,left,VM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
