LN_type,ORN_type,input_preference,n_ln_body_ids,source_LN_types,point_label,glomerulus,x_order,LN_type_mean_input_preference
il3LN6,ORN_DA1,0.6824522941794318,2,il3LN6,ORN_DA1,DA1,1,0.6286510727268019
il3LN6,ORN_DC1,0.476390183286735,2,il3LN6,ORN_DC1,DC1,1,0.6286510727268019
il3LN6,ORN_DC2,0.8615499084249084,2,il3LN6,ORN_DC2,DC2,1,0.6286510727268019
il3LN6,ORN_DC4,0.7457750490537376,2,il3LN6,ORN_DC4,DC4,1,0.6286510727268019
il3LN6,ORN_DL1,0.7218465436693324,2,il3LN6,ORN_DL1,DL1,1,0.6286510727268019
il3LN6,ORN_DL2d,0.7899740708729472,2,il3LN6,ORN_DL2d,DL2d,1,0.6286510727268019
il3LN6,ORN_DL2v,0.6687678925346839,2,il3LN6,ORN_DL2v,DL2v,1,0.6286510727268019
il3LN6,ORN_DL3,0.5,1,il3LN6,ORN_DL3,DL3,1,0.6286510727268019
il3LN6,ORN_DL4,0.3333333333333333,1,il3LN6,ORN_DL4,DL4,1,0.6286510727268019
il3LN6,ORN_DL5,0.6740139893022983,2,il3LN6,ORN_DL5,DL5,1,0.6286510727268019
il3LN6,ORN_DM1,0.6552637460210079,2,il3LN6,ORN_DM1,DM1,1,0.6286510727268019
il3LN6,ORN_DM2,0.5493718257150494,2,il3LN6,ORN_DM2,DM2,1,0.6286510727268019
il3LN6,ORN_DM3,0.6254868359557564,2,il3LN6,ORN_DM3,DM3,1,0.6286510727268019
il3LN6,ORN_DM4,0.5124638194813633,2,il3LN6,ORN_DM4,DM4,1,0.6286510727268019
il3LN6,ORN_DM6,0.697841726618705,1,il3LN6,ORN_DM6,DM6,1,0.6286510727268019
il3LN6,ORN_DP1l,0.6076269354221757,2,il3LN6,ORN_DP1l,DP1l,1,0.6286510727268019
il3LN6,ORN_DP1m,0.5997913402016026,2,il3LN6,ORN_DP1m,DP1m,1,0.6286510727268019
il3LN6,ORN_VA3,0.25,1,il3LN6,ORN_VA3,VA3,1,0.6286510727268019
il3LN6,ORN_VC1,0.8248940621144665,2,il3LN6,ORN_VC1,VC1,1,0.6286510727268019
il3LN6,ORN_VC3l,0.4712498019958815,2,il3LN6,ORN_VC3l,VC3l,1,0.6286510727268019
il3LN6,ORN_VL2a,0.7782103825136613,2,il3LN6,ORN_VL2a,VL2a,1,0.6286510727268019
il3LN6,ORN_VL2p,0.692545145855842,2,il3LN6,ORN_VL2p,VL2p,1,0.6286510727268019
il3LN6,ORN_VM7v,0.740125786163522,2,il3LN6,ORN_VM7v,VM7v,1,0.6286510727268019
lLN2S,ORN_DA1,0.6758310668840188,4,lLN2S,ORN_DA1,DA1,2,0.4909027744958594
lLN2S,ORN_DC1,0.34489177489177486,6,lLN2S,ORN_DC1,DC1,2,0.4909027744958594
lLN2S,ORN_DC2,0.7376448306595366,4,lLN2S,ORN_DC2,DC2,2,0.4909027744958594
lLN2S,ORN_DC4,0.4722367815419097,6,lLN2S,ORN_DC4,DC4,2,0.4909027744958594
lLN2S,ORN_DL1,0.6030574380883357,6,lLN2S,ORN_DL1,DL1,2,0.4909027744958594
lLN2S,ORN_DL2d,0.6895648949815616,6,lLN2S,ORN_DL2d,DL2d,2,0.4909027744958594
lLN2S,ORN_DL2v,0.6945196324143693,6,lLN2S,ORN_DL2v,DL2v,2,0.4909027744958594
lLN2S,ORN_DL3,0.37777777777777777,2,lLN2S,ORN_DL3,DL3,2,0.4909027744958594
lLN2S,ORN_DL4,-0.25396825396825395,3,lLN2S,ORN_DL4,DL4,2,0.4909027744958594
lLN2S,ORN_DL5,0.7978758462902098,6,lLN2S,ORN_DL5,DL5,2,0.4909027744958594
lLN2S,ORN_DM1,0.40542034920260805,6,lLN2S,ORN_DM1,DM1,2,0.4909027744958594
lLN2S,ORN_DM2,0.574020424020424,6,lLN2S,ORN_DM2,DM2,2,0.4909027744958594
lLN2S,ORN_DM3,0.28814582607686057,6,lLN2S,ORN_DM3,DM3,2,0.4909027744958594
lLN2S,ORN_DM4,0.28790406796561296,6,lLN2S,ORN_DM4,DM4,2,0.4909027744958594
lLN2S,ORN_DM6,0.5785760991406153,6,lLN2S,ORN_DM6,DM6,2,0.4909027744958594
lLN2S,ORN_DP1l,0.5966626504956817,6,lLN2S,ORN_DP1l,DP1l,2,0.4909027744958594
lLN2S,ORN_DP1m,0.628041039521275,6,lLN2S,ORN_DP1m,DP1m,2,0.4909027744958594
lLN2S,ORN_VA3,0.41666666666666663,2,lLN2S,ORN_VA3,VA3,2,0.4909027744958594
lLN2S,ORN_VC1,0.8062474430968516,6,lLN2S,ORN_VC1,VC1,2,0.4909027744958594
lLN2S,ORN_VC3l,-0.09765322396901344,5,lLN2S,ORN_VC3l,VC3l,2,0.4909027744958594
lLN2S,ORN_VL2a,0.7948162376726797,6,lLN2S,ORN_VL2a,VL2a,2,0.4909027744958594
lLN2S,ORN_VL2p,0.37458970711115863,6,lLN2S,ORN_VL2p,VL2p,2,0.4909027744958594
lLN2S,ORN_VM7v,0.4978947368421053,5,lLN2S,ORN_VM7v,VM7v,2,0.4909027744958594
lLN2F,ORN_DA1,0.6689413405586335,4,lLN2F_a;lLN2F_b,ORN_DA1,DA1,3,0.4763603960534751
lLN2F,ORN_DC1,0.2584615841419067,4,lLN2F_a;lLN2F_b,ORN_DC1,DC1,3,0.4763603960534751
lLN2F,ORN_DC2,0.6818654043723097,4,lLN2F_a;lLN2F_b,ORN_DC2,DC2,3,0.4763603960534751
lLN2F,ORN_DC4,0.4590568840413266,4,lLN2F_a;lLN2F_b,ORN_DC4,DC4,3,0.4763603960534751
lLN2F,ORN_DL1,0.468113470186009,4,lLN2F_a;lLN2F_b,ORN_DL1,DL1,3,0.4763603960534751
lLN2F,ORN_DL2d,0.444367481102949,4,lLN2F_a;lLN2F_b,ORN_DL2d,DL2d,3,0.4763603960534751
lLN2F,ORN_DL2v,0.49542988003425426,4,lLN2F_a;lLN2F_b,ORN_DL2v,DL2v,3,0.4763603960534751
lLN2F,ORN_DL3,0.2730623306233062,3,lLN2F_a;lLN2F_b,ORN_DL3,DL3,3,0.4763603960534751
lLN2F,ORN_DL4,0.48028860028860026,3,lLN2F_a;lLN2F_b,ORN_DL4,DL4,3,0.4763603960534751
lLN2F,ORN_DL5,0.5862362282252569,4,lLN2F_a;lLN2F_b,ORN_DL5,DL5,3,0.4763603960534751
lLN2F,ORN_DM1,0.4414551020687017,4,lLN2F_a;lLN2F_b,ORN_DM1,DM1,3,0.4763603960534751
lLN2F,ORN_DM2,0.4879895966102863,4,lLN2F_a;lLN2F_b,ORN_DM2,DM2,3,0.4763603960534751
lLN2F,ORN_DM3,0.4302188406307349,4,lLN2F_a;lLN2F_b,ORN_DM3,DM3,3,0.4763603960534751
lLN2F,ORN_DM4,0.31375998646587683,4,lLN2F_a;lLN2F_b,ORN_DM4,DM4,3,0.4763603960534751
lLN2F,ORN_DM6,0.5674111511801893,4,lLN2F_a;lLN2F_b,ORN_DM6,DM6,3,0.4763603960534751
lLN2F,ORN_DP1l,0.4545338161461984,4,lLN2F_a;lLN2F_b,ORN_DP1l,DP1l,3,0.4763603960534751
lLN2F,ORN_DP1m,0.46697452120214067,4,lLN2F_a;lLN2F_b,ORN_DP1m,DP1m,3,0.4763603960534751
lLN2F,ORN_VA3,0.43781512605042017,4,lLN2F_a;lLN2F_b,ORN_VA3,VA3,3,0.4763603960534751
lLN2F,ORN_VC1,0.7506137860960299,4,lLN2F_a;lLN2F_b,ORN_VC1,VC1,3,0.4763603960534751
lLN2F,ORN_VC3l,0.30897986071899114,4,lLN2F_a;lLN2F_b,ORN_VC3l,VC3l,3,0.4763603960534751
lLN2F,ORN_VL2a,0.594587403479158,4,lLN2F_a;lLN2F_b,ORN_VL2a,VL2a,3,0.4763603960534751
lLN2F,ORN_VL2p,0.3331347746173534,4,lLN2F_a;lLN2F_b,ORN_VL2p,VL2p,3,0.4763603960534751
lLN2F,ORN_VM7v,0.5529919403892944,4,lLN2F_a;lLN2F_b,ORN_VM7v,VM7v,3,0.4763603960534751
lLN2T,ORN_DA1,0.4058014854545816,14,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DA1,DA1,4,0.29778056961591015
lLN2T,ORN_DC1,0.17058644977204518,15,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DC1,DC1,4,0.29778056961591015
lLN2T,ORN_DC2,0.5436214922495858,15,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DC2,DC2,4,0.29778056961591015
lLN2T,ORN_DC4,0.28642843361421144,16,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DC4,DC4,4,0.29778056961591015
lLN2T,ORN_DL1,0.41240893211042096,16,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DL1,DL1,4,0.29778056961591015
lLN2T,ORN_DL2d,0.26488055023349105,14,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DL2d,DL2d,4,0.29778056961591015
lLN2T,ORN_DL2v,0.28838461230732343,15,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DL2v,DL2v,4,0.29778056961591015
lLN2T,ORN_DL3,0.00228235991251048,9,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_e,ORN_DL3,DL3,4,0.29778056961591015
lLN2T,ORN_DL4,0.30104316043315876,12,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_e,ORN_DL4,DL4,4,0.29778056961591015
lLN2T,ORN_DL5,0.6375913192152904,15,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DL5,DL5,4,0.29778056961591015
lLN2T,ORN_DM1,0.3191420220429979,16,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DM1,DM1,4,0.29778056961591015
lLN2T,ORN_DM2,0.39717699785682414,15,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DM2,DM2,4,0.29778056961591015
lLN2T,ORN_DM3,0.343070775234041,15,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DM3,DM3,4,0.29778056961591015
lLN2T,ORN_DM4,0.12569571779005834,16,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DM4,DM4,4,0.29778056961591015
lLN2T,ORN_DM6,0.3314238892388703,15,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DM6,DM6,4,0.29778056961591015
lLN2T,ORN_DP1l,0.22670727748870897,14,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DP1l,DP1l,4,0.29778056961591015
lLN2T,ORN_DP1m,0.3621093620224978,16,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_DP1m,DP1m,4,0.29778056961591015
lLN2T,ORN_VA3,0.04979338842975207,11,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_VA3,VA3,4,0.29778056961591015
lLN2T,ORN_VC1,0.5360446855729875,13,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_VC1,VC1,4,0.29778056961591015
lLN2T,ORN_VC3l,-0.09320834596464848,15,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_VC3l,VC3l,4,0.29778056961591015
lLN2T,ORN_VL2a,0.4177427757074348,16,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_VL2a,VL2a,4,0.29778056961591015
lLN2T,ORN_VL2p,0.25463191156820697,15,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_VL2p,VL2p,4,0.29778056961591015
lLN2T,ORN_VM7v,0.2655938488755826,13,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e,ORN_VM7v,VM7v,4,0.29778056961591015
v2LN35,ORN_DC1,0.09090909090909091,1,v2LN35,ORN_DC1,DC1,5,0.147389043977829
v2LN35,ORN_DC2,0.2,1,v2LN35,ORN_DC2,DC2,5,0.147389043977829
v2LN35,ORN_DC4,0.17757009345794392,1,v2LN35,ORN_DC4,DC4,5,0.147389043977829
v2LN35,ORN_DM1,0.0,1,v2LN35,ORN_DM1,DM1,5,0.147389043977829
v2LN35,ORN_DM2,-0.3333333333333333,1,v2LN35,ORN_DM2,DM2,5,0.147389043977829
v2LN35,ORN_DM3,0.25,1,v2LN35,ORN_DM3,DM3,5,0.147389043977829
v2LN35,ORN_DM4,0.2857142857142857,1,v2LN35,ORN_DM4,DM4,5,0.147389043977829
v2LN35,ORN_DM6,0.5,1,v2LN35,ORN_DM6,DM6,5,0.147389043977829
v2LN35,ORN_DP1m,0.6363636363636364,1,v2LN35,ORN_DP1m,DP1m,5,0.147389043977829
v2LN35,ORN_VM7v,-0.3333333333333333,1,v2LN35,ORN_VM7v,VM7v,5,0.147389043977829
lLN12A,ORN_DC1,0.0,1,lLN12A,ORN_DC1,DC1,6,0.1183020683020683
lLN12A,ORN_DC2,0.22727272727272727,2,lLN12A,ORN_DC2,DC2,6,0.1183020683020683
lLN12A,ORN_DC4,0.05555555555555558,2,lLN12A,ORN_DC4,DC4,6,0.1183020683020683
lLN12A,ORN_DM1,0.0,1,lLN12A,ORN_DM1,DM1,6,0.1183020683020683
lLN12A,ORN_VC1,0.12698412698412698,2,lLN12A,ORN_VC1,VC1,6,0.1183020683020683
lLN12A,ORN_VM7v,0.3,2,lLN12A,ORN_VM7v,VM7v,6,0.1183020683020683
lLN2P,ORN_DA1,0.17824692025313604,5,lLN2P_a;lLN2P_c,ORN_DA1,DA1,7,0.11739482640659048
lLN2P,ORN_DC1,-0.030875624510900753,8,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DC1,DC1,7,0.11739482640659048
lLN2P,ORN_DC2,0.38652685450019275,8,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DC2,DC2,7,0.11739482640659048
lLN2P,ORN_DC4,-0.058745665259579236,7,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DC4,DC4,7,0.11739482640659048
lLN2P,ORN_DL1,0.005652680652680662,6,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DL1,DL1,7,0.11739482640659048
lLN2P,ORN_DL2d,-0.09978354978354978,4,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DL2d,DL2d,7,0.11739482640659048
lLN2P,ORN_DL2v,0.11471813210943646,7,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DL2v,DL2v,7,0.11739482640659048
lLN2P,ORN_DL3,-0.5483870967741935,1,lLN2P_c,ORN_DL3,DL3,7,0.11739482640659048
lLN2P,ORN_DL4,-0.02160860945907676,3,lLN2P_a;lLN2P_c,ORN_DL4,DL4,7,0.11739482640659048
lLN2P,ORN_DL5,0.4489901484283507,5,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DL5,DL5,7,0.11739482640659048
lLN2P,ORN_DM1,0.23594229360623115,10,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DM1,DM1,7,0.11739482640659048
lLN2P,ORN_DM2,0.19118869898674357,8,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DM2,DM2,7,0.11739482640659048
lLN2P,ORN_DM3,0.17701269499682676,7,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DM3,DM3,7,0.11739482640659048
lLN2P,ORN_DM4,0.11383750657944205,8,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DM4,DM4,7,0.11739482640659048
lLN2P,ORN_DM6,0.183534991195105,5,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DM6,DM6,7,0.11739482640659048
lLN2P,ORN_DP1l,-0.15256410256410258,4,lLN2P_b;lLN2P_c,ORN_DP1l,DP1l,7,0.11739482640659048
lLN2P,ORN_DP1m,0.22596083233062741,8,lLN2P_a;lLN2P_b;lLN2P_c,ORN_DP1m,DP1m,7,0.11739482640659048
lLN2P,ORN_VA3,0.5,1,lLN2P_b,ORN_VA3,VA3,7,0.11739482640659048
lLN2P,ORN_VC1,0.4446886446886447,6,lLN2P_a;lLN2P_c,ORN_VC1,VC1,7,0.11739482640659048
lLN2P,ORN_VC3l,-0.03411078717201166,7,lLN2P_a;lLN2P_b;lLN2P_c,ORN_VC3l,VC3l,7,0.11739482640659048
lLN2P,ORN_VL2a,0.17853318701782392,6,lLN2P_a;lLN2P_b;lLN2P_c,ORN_VL2a,VL2a,7,0.11739482640659048
lLN2P,ORN_VL2p,-0.04994252873563218,6,lLN2P_a;lLN2P_b;lLN2P_c,ORN_VL2p,VL2p,7,0.11739482640659048
lLN2P,ORN_VM7v,0.31126538626538625,6,lLN2P_a;lLN2P_b;lLN2P_c,ORN_VM7v,VM7v,7,0.11739482640659048
lLN11,ORN_DC2,0.24509803921568624,2,lLN11,ORN_DC2,DC2,8,0.040056022408963575
lLN11,ORN_DC4,-0.3,2,lLN11,ORN_DC4,DC4,8,0.040056022408963575
lLN11,ORN_DL5,-0.13333333333333333,2,lLN11,ORN_DL5,DL5,8,0.040056022408963575
lLN11,ORN_DM1,0.0,1,lLN11,ORN_DM1,DM1,8,0.040056022408963575
lLN11,ORN_DP1m,0.0,1,lLN11,ORN_DP1m,DP1m,8,0.040056022408963575
lLN11,ORN_VC1,0.42857142857142855,1,lLN11,ORN_VC1,VC1,8,0.040056022408963575
lLN1,ORN_DA1,0.1349206349206349,6,lLN1_b;lLN1_c,ORN_DA1,DA1,9,0.03541741286482573
lLN1,ORN_DC1,-0.23253968253968252,12,lLN1_a;lLN1_b;lLN1_c,ORN_DC1,DC1,9,0.03541741286482573
lLN1,ORN_DC2,-0.019523809523809516,10,lLN1_a;lLN1_b;lLN1_c,ORN_DC2,DC2,9,0.03541741286482573
lLN1,ORN_DC4,-0.01893076422488187,15,lLN1_a;lLN1_b;lLN1_c,ORN_DC4,DC4,9,0.03541741286482573
lLN1,ORN_DL1,0.108994708994709,9,lLN1_b;lLN1_c,ORN_DL1,DL1,9,0.03541741286482573
lLN1,ORN_DL2d,-0.0763888888888889,8,lLN1_a;lLN1_b;lLN1_c,ORN_DL2d,DL2d,9,0.03541741286482573
lLN1,ORN_DL2v,0.19273034657650043,13,lLN1_a;lLN1_b;lLN1_c,ORN_DL2v,DL2v,9,0.03541741286482573
lLN1,ORN_DL3,0.0,2,lLN1_b,ORN_DL3,DL3,9,0.03541741286482573
lLN1,ORN_DL4,0.002499155690645058,3,lLN1_b,ORN_DL4,DL4,9,0.03541741286482573
lLN1,ORN_DL5,0.2068027210884354,7,lLN1_a;lLN1_b;lLN1_c,ORN_DL5,DL5,9,0.03541741286482573
lLN1,ORN_DM1,0.014307060460906613,13,lLN1_a;lLN1_b;lLN1_c,ORN_DM1,DM1,9,0.03541741286482573
lLN1,ORN_DM2,0.22055352055352057,9,lLN1_a;lLN1_b;lLN1_c,ORN_DM2,DM2,9,0.03541741286482573
lLN1,ORN_DM3,0.07183970856102004,5,lLN1_a;lLN1_b;lLN1_c,ORN_DM3,DM3,9,0.03541741286482573
lLN1,ORN_DM4,0.0,1,lLN1_c,ORN_DM4,DM4,9,0.03541741286482573
lLN1,ORN_DM6,0.0,6,lLN1_a;lLN1_b;lLN1_c,ORN_DM6,DM6,9,0.03541741286482573
lLN1,ORN_DP1l,-0.12222222222222223,10,lLN1_a;lLN1_b;lLN1_c,ORN_DP1l,DP1l,9,0.03541741286482573
lLN1,ORN_DP1m,0.0016332152695789108,11,lLN1_a;lLN1_b;lLN1_c,ORN_DP1m,DP1m,9,0.03541741286482573
lLN1,ORN_VA3,0.0,1,lLN1_b,ORN_VA3,VA3,9,0.03541741286482573
lLN1,ORN_VC1,0.31212121212121213,5,lLN1_a;lLN1_b;lLN1_c,ORN_VC1,VC1,9,0.03541741286482573
lLN1,ORN_VC3l,-0.09062500000000001,2,lLN1_c,ORN_VC3l,VC3l,9,0.03541741286482573
lLN1,ORN_VL2a,0.16970714845208773,13,lLN1_b;lLN1_c,ORN_VL2a,VL2a,9,0.03541741286482573
lLN1,ORN_VL2p,-0.186278569398774,6,lLN1_a;lLN1_b;lLN1_c,ORN_VL2p,VL2p,9,0.03541741286482573
lLN1,ORN_VM7v,0.125,4,lLN1_a;lLN1_b;lLN1_c,ORN_VM7v,VM7v,9,0.03541741286482573
v2LN3B,ORN_DC1,-0.7272727272727273,1,v2LN3B,ORN_DC1,DC1,10,-0.2013488303338075
v2LN3B,ORN_DC2,-0.328125,2,v2LN3B,ORN_DC2,DC2,10,-0.2013488303338075
v2LN3B,ORN_DC4,-0.4490566037735849,2,v2LN3B,ORN_DC4,DC4,10,-0.2013488303338075
v2LN3B,ORN_DL1,0.0,1,v2LN3B,ORN_DL1,DL1,10,-0.2013488303338075
v2LN3B,ORN_DL2d,-0.5845588235294118,2,v2LN3B,ORN_DL2d,DL2d,10,-0.2013488303338075
v2LN3B,ORN_DL2v,-0.44688644688644685,2,v2LN3B,ORN_DL2v,DL2v,10,-0.2013488303338075
v2LN3B,ORN_DL3,0.2,1,v2LN3B,ORN_DL3,DL3,10,-0.2013488303338075
v2LN3B,ORN_DL5,0.014583333333333337,2,v2LN3B,ORN_DL5,DL5,10,-0.2013488303338075
v2LN3B,ORN_DM1,-0.1166666666666667,2,v2LN3B,ORN_DM1,DM1,10,-0.2013488303338075
v2LN3B,ORN_DM3,-0.03846153846153849,2,v2LN3B,ORN_DM3,DM3,10,-0.2013488303338075
v2LN3B,ORN_DM4,0.10344827586206896,1,v2LN3B,ORN_DM4,DM4,10,-0.2013488303338075
v2LN3B,ORN_DM6,0.3333333333333333,2,v2LN3B,ORN_DM6,DM6,10,-0.2013488303338075
v2LN3B,ORN_DP1l,-0.5,1,v2LN3B,ORN_DP1l,DP1l,10,-0.2013488303338075
v2LN3B,ORN_DP1m,-0.2,1,v2LN3B,ORN_DP1m,DP1m,10,-0.2013488303338075
v2LN3B,ORN_VC1,-0.5833333333333334,1,v2LN3B,ORN_VC1,VC1,10,-0.2013488303338075
v2LN3B,ORN_VC3l,-0.25,2,v2LN3B,ORN_VC3l,VC3l,10,-0.2013488303338075
v2LN3B,ORN_VL2a,-0.7,2,v2LN3B,ORN_VL2a,VL2a,10,-0.2013488303338075
v2LN3B,ORN_VL2p,-0.05263157894736842,1,v2LN3B,ORN_VL2p,VL2p,10,-0.2013488303338075
v2LN3B,ORN_VM7v,0.5,1,v2LN3B,ORN_VM7v,VM7v,10,-0.2013488303338075
v2LN3A,ORN_DC1,-0.8409356725146199,2,v2LN3A,ORN_DC1,DC1,11,-0.5756090077801431
v2LN3A,ORN_DC2,-0.7391304347826086,1,v2LN3A,ORN_DC2,DC2,11,-0.5756090077801431
v2LN3A,ORN_DC4,-0.75,1,v2LN3A,ORN_DC4,DC4,11,-0.5756090077801431
v2LN3A,ORN_DL1,0.0,1,v2LN3A,ORN_DL1,DL1,11,-0.5756090077801431
v2LN3A,ORN_DL2d,-0.43333333333333335,2,v2LN3A,ORN_DL2d,DL2d,11,-0.5756090077801431
v2LN3A,ORN_DL2v,-0.9333333333333333,1,v2LN3A,ORN_DL2v,DL2v,11,-0.5756090077801431
v2LN3A,ORN_DL5,-0.23076923076923078,1,v2LN3A,ORN_DL5,DL5,11,-0.5756090077801431
v2LN3A,ORN_DM1,-0.6403850825268164,3,v2LN3A,ORN_DM1,DM1,11,-0.5756090077801431
v2LN3A,ORN_DM4,-0.5871231051141096,3,v2LN3A,ORN_DM4,DM4,11,-0.5756090077801431
v2LN3A,ORN_DM6,-0.3333333333333333,1,v2LN3A,ORN_DM6,DM6,11,-0.5756090077801431
v2LN3A,ORN_DP1l,-0.9216909216909217,2,v2LN3A,ORN_DP1l,DP1l,11,-0.5756090077801431
v2LN3A,ORN_DP1m,-0.7993659420289855,3,v2LN3A,ORN_DP1m,DP1m,11,-0.5756090077801431
v2LN3A,ORN_VC1,-0.5548780487804879,2,v2LN3A,ORN_VC1,VC1,11,-0.5756090077801431
v2LN3A,ORN_VC3l,-0.3333333333333333,1,v2LN3A,ORN_VC3l,VC3l,11,-0.5756090077801431
v2LN3A,ORN_VL2a,-0.23713235294117646,2,v2LN3A,ORN_VL2a,VL2a,11,-0.5756090077801431
v2LN3A,ORN_VL2p,-0.875,1,v2LN3A,ORN_VL2p,VL2p,11,-0.5756090077801431
